#;Cluster;Pixels;%;HEX;Swatch;Red;Green;Blue;Hue;Saturation;Value;Lightness;Green-Red;Blue-Yellow;Name
513;5;40948;13,67;#45494D;;69;73;77;210;10;30;30,8;-0,7;-2,9;dark blue-cyan
513;3;37316;12,46;#4C432F;;76;67;47;41;38;29;28,8;0,3;13,6;dark orange
513;4;35240;11,76;#6E787F;;110;120;127;204;13;49;49,8;-2,2;-5,1;pale blue-cyan
514;6;89280;29,85;#1E1D16;;30;29;22;52;26;11;10,7;-1,1;5;very dark yellow-orange
514;4;48909;16,35;#5D7496;;93;116;150;215;38;58;48,3;0,5;-21,1;blue-cyan
514;2;44933;15,02;#404953;;64;73;83;211;22;32;30,6;-1,1;-7,2;dark blue-cyan
514;3;44075;14,73;#95ACCC;;149;172;204;214;27;80;69,6;-0,7;-18,9;blue-cyan
514;5;43489;14,54;#50482F;;80;72;47;45;41;31;30,7;-0,9;16,2;dark yellow-orange
514;1;28446;9,51;#D7E1EC;;215;225;236;211;8;92;89,1;-1,3;-6,5;pale blue-cyan
515;1;86551;28,89;#484C52;;72;76;82;216;12;32;32,2;-0,2;-4,1;dark blue-cyan
515;6;57523;19,2;#D2D3CF;;210;211;207;75;1;82;84,4;-1,1;1,9;very light grey
515;4;50994;17,02;#6D6C68;;109;108;104;48;4;42;45,6;-0,4;2,4;grey
515;3;38812;12,96;#262620;;38;38;32;60;15;14;15;-1,4;4;very dark yellow
515;5;36420;12,16;#4D4435;;77;68;53;37;31;30;29,3;1,1;10,5;dark orange
515;2;29268;9,77;#93978F;;147;151;143;90;5;59;61,9;-3;3,7;grey
516;4;73095;24,42;#8792A4;;135;146;164;217;17;64;60,2;-0,1;-10,8;pale blue-cyan
516;2;71869;24,01;#607187;;96;113;135;213;28;52;47;-0,9;-14,1;blue-cyan
516;1;61876;20,67;#C3C9CF;;195;201;207;210;5;81;80,7;-0,9;-3,7;very light grey
516;3;45017;15,04;#414D61;;65;77;97;217;33;38;32,5;0,6;-13,2;blue-cyan
516;5;26233;8,76;#746D65;;116;109;101;32;12;45;46,4;1,2;5,4;pale orange
516;6;21248;7,1;#4C4743;;76;71;67;26;11;29;30,5;1,3;3,2;dark red-orange
517;2;58982;25,97;#E7D7B4;;231;215;180;41;22;90;86,4;0;19,3;pale orange
517;6;51845;22,82;#1C1B11;;28;27;17;54;39;11;9,6;-1,7;6,7;very dark yellow-orange
517;3;36116;15,9;#A08F6E;;160;143;110;39;31;62;60,1;1,2;19,9;orange
517;4;35440;15,6;#4F4623;;79;70;35;47;55;31;29,8;-1,6;22,3;dark yellow-orange
517;1;28806;12,68;#615E55;;97;94;85;45;12;38;39,9;-0,6;5,6;pale yellow-orange
517;5;15961;7,03;#597FA3;;89;127;163;209;45;63;51,8;-3,3;-23,4;blue-cyan
518;2;73078;24,39;#3C4854;;60;72;84;210;28;32;30;-1,6;-8,7;dark blue-cyan
518;3;64923;21,67;#657384;;101;115;132;212;23;51;47,9;-1,2;-11,1;pale blue-cyan
518;4;58220;19,43;#1E1F1A;;30;31;26;72;16;12;11,5;-1,7;3,3;very dark yellow
518;1;36828;12,29;#CDE2F4;;205;226;244;207;16;95;88,9;-3,3;-11,1;pale blue-cyan
518;6;34262;11,44;#88ACDD;;136;172;221;214;38;86;69,4;-0,1;-28,6;light blue-cyan
518;5;32257;10,77;#54533A;;84;83;58;57;31;32;34,8;-4,2;14,8;dark yellow-orange
519;4;72368;24,16;#677083;;103;112;131;220;21;51;47,1;1;-11,6;pale blue-cyan
519;6;70254;23,46;#99928A;;153;146;138;32;9;60;60,9;1,1;5,2;pale orange
519;5;60480;20,19;#7F8948;;127;137;72;69;47;53;54,9;-14,1;33,4;yellow
519;2;39206;13,09;#4C4C30;;76;76;48;60;36;29;31,6;-5,1;16,7;dark yellow
519;3;34658;11,57;#D4D9E4;;212;217;228;221;7;89;86,6;0,4;-6;very light grey
