#;R mean;G mean;B mean;H° mean;S% mean;V% mean;L mean;C mean;Color 1 HEX;Color 1%;Color 1 Name;Color 2 HEX;Color 2 %;Color 2 Name;Color 3 HEX;Color 3 %;Color 3 Name;Color 4 HEX;Color 4 %;Color 4 Name;Color 5 HEX;Color 5 %;Color 5 Name
895;126,3;131,7;131,8;138,2;15,6;55,2;54;8,5;#676B69;30,23;grey;#494845;24,36;dark grey;#8D979D;15,01;pale blue-cyan;#A3C5DC;11,97;light blue-cyan;#E2EAE5;10,96;very light grey
896;77,1;80;74,2;113,6;25,5;33,1;32,4;7;#2B322E;26,71;very dark blue-green;#101612;24,93;very dark blue-green;#4F524A;24,39;dark yellow-green;#828783;11,48;grey;#EBE9DE;9,05;very light grey
897;138,5;133,8;124,5;65,6;16,3;54,9;54,7;7;#847E75;23,98;pale orange;#564E42;19,48;dark orange;#EEECE9;18,64;white;#BAB6B1;18,19;light grey;#1D1A14;15,18;very dark orange
898;43,3;40,4;37,4;119,4;30,8;18;16,1;5,5;#0C0D0A;52,12;very dark yellow-green;#24211F;22,92;very dark red-orange;#898171;9,76;pale orange;#533E37;7,02;dark red;#464358;5,91;dark blue
899;93,1;90,5;88,3;106,5;14,8;38,2;38,1;5,5;#494440;34,21;dark red-orange;#575C62;21,67;pale blue-cyan;#6D6257;17,65;pale orange;#868687;14,15;grey;#161511;7,84;very dark yellow-orange
900;131,1;121,8;113,8;89,3;20;52,1;50,2;8,3;#F3F4F4;20,71;white;#1A1515;18,52;very dark red;#A89B8D;16,94;pale orange;#826B53;16,28;orange;#4B3E35;16,15;dark red-orange
901;60,2;68,2;74,8;188,2;31,6;29,7;27,1;6,6;#1A262A;29,59;very dark blue-cyan;#2E3844;20,85;dark blue-cyan;#0C0E10;20,33;very dark blue-cyan;#4A5460;16,07;dark blue-cyan;#FAFBFB;9,51;white
902;103,5;103,4;110;114,9;30,7;49,6;43,1;14,7;#2B2322;30,49;very dark red;#524A40;22,27;dark orange;#6FA0D9;20,53;blue-cyan;#9B8E86;11,52;pale red-orange;#E5D4C7;10,6;pale red-orange
903;100,2;97,9;90,1;100,9;21,7;40,7;40,2;8,1;#3A372D;22,28;dark yellow-orange;#161413;19,89;very dark red-orange;#9D9890;19,04;pale orange;#676567;17,85;grey;#60603C;10,68;dark yellow
904;121;121,5;118,7;146,1;15,5;50,4;50,4;7,2;#8D9191;32,53;grey;#6C736C;30,81;grey;#BFBCB8;12,92;light grey;#494943;12,17;dark yellow;#161319;7,84;very dark blue-violet
905;90,5;87,7;65,6;87,1;31,8;37;36,5;15,8;#44492C;25,86;dark yellow;#686B3D;22,85;yellow;#2B2C25;21,62;very dark yellow;#665C54;15,87;pale red-orange;#ABA1A1;7,12;light grey
906;126,3;133,5;124,6;104,1;19,1;53,8;53,6;9,2;#9EA093;22,03;pale yellow;#EFEDE4;19,91;white;#63685D;19,68;pale yellow-green;#243221;19,03;very dark green;#343E3F;14,04;dark cyan
907;72,8;57,1;45,4;54,9;38,1;28,7;24,9;12,9;#261C18;38,67;very dark red-orange;#44382B;27,27;dark orange;#56241F;11,56;dark red;#6B665D;10,09;pale orange;#7E6641;9,05;orange
908;117,9;120,4;122,8;167,5;10,8;49,9;50,2;5,1;#70777B;35,67;pale blue-cyan;#616567;24,39;grey;#484E51;15,31;dark blue-cyan;#988A85;11,65;pale red-orange;#B2BAC2;8,73;pale blue-cyan
909;96,9;104,2;133,2;204,9;33,7;53,8;43,9;21,5;#B2B2CD;23,86;pale blue;#514E63;18,36;pale blue;#3A529A;17,82;blue;#232329;14,68;very dark blue;#6C86BF;13,34;blue-cyan
910;122,4;99,9;91,5;123,3;29,9;48,6;42,9;15,2;#231B26;26,91;very dark blue-violet;#93786A;23,3;red-orange;#53403D;22,77;dark red;#D7C09D;11,91;light orange;#D38B70;9,85;red-orange
911;95,2;99,7;98,2;147,5;12,3;40,4;41,3;5;#384042;28,13;dark cyan;#52575A;25,97;dark blue-cyan;#7F857F;17,7;grey;#A5A9A0;13,17;light grey;#6E6B65;10,86;pale orange
912;116,7;99,7;65,2;52,8;49,7;46,3;42;22,4;#4F3B1F;31,3;dark orange;#232520;21,97;very dark yellow-green;#CFCECE;18,59;very light grey;#865815;15,15;orange;#B2960B;6,82;vivid yellow-orange
913;149,3;154,7;164,9;188,2;17,4;67,2;63,2;10,5;#96A9B8;26,06;pale blue-cyan;#716F73;25,31;grey;#EEF1F8;14,62;white;#474852;12,52;dark blue;#B0CBED;11,29;light blue-cyan
914;89,3;82,6;67,5;126,8;23,8;36;33,8;11,5;#171517;40,93;very dark violet;#454139;18,84;dark orange;#827563;17,22;pale orange;#C3BAA6;11,92;pale orange;#A59459;7,15;yellow-orange
915;0;0;0;0;0;0;0;0;#000000;100;black;—;—;—;—;—;—;—;—;—;—;—;—
916;159,6;142,8;129,5;52,3;20;62,6;59,2;11,8;#D3C1AA;27,37;pale orange;#DDDBD3;22,94;very light grey;#1D1A18;18,87;very dark red-orange;#9F8C7A;16,56;pale red-orange;#644E40;8,92;red-orange
917;141,1;133,1;116;80,6;24,8;57,2;55;13,9;#AFA59B;26,75;pale orange;#342E26;18,44;dark orange;#71675E;18,27;pale red-orange;#E2DDD6;17,93;very light grey;#5E7847;9,66;yellow-green
918;98;90,4;84,2;97;20,4;39,3;37,4;7,4;#161211;30,83;very dark red;#45372F;17,97;dark red-orange;#6C6764;16,15;grey;#DFE4E7;13,38;very light grey;#7F6241;12,22;orange
919;114,8;102,6;91,1;88,1;22,4;45,5;43;10,6;#242222;31,85;very dark grey;#9F917F;24,11;pale orange;#63594C;23,82;pale orange;#E9E2D6;11,14;pale orange;#B88A5C;6,09;red-orange
920;100,8;104,3;107;157,4;24,3;45,3;42,9;9,7;#79715E;21;pale orange;#545C6B;20,1;pale blue-cyan;#7C899E;18,52;pale blue-cyan;#131515;15,72;very dark cyan;#3D3A34;14,57;dark orange
921;105,3;85,1;73,3;67,1;35,8;41,6;36,3;13,5;#181312;31,99;very dark red;#DAC5AC;17,96;pale orange;#3F221E;17,06;dark red;#AC937D;15,66;red-orange;#6D5B4A;12,45;red-orange
922;118,7;122,5;110,9;125,4;36,4;55,2;50,6;20;#C3BCB5;34,03;light grey;#2A282A;18,46;very dark grey;#546D82;17,89;blue-cyan;#566235;11,84;yellow-green;#409C43;9,09;green
923;87,8;77;69,4;90,2;35,9;34,7;32,4;8,4;#110A09;37,12;very dark red;#867E71;20,33;pale orange;#B4AEA4;18,82;pale orange;#47413A;11,96;dark orange;#7B5C3E;5,99;red-orange
924;98,4;96,2;94,9;142,8;20,6;40,5;39,2;6,1;#171214;30,53;very dark red-violet;#393635;19,76;dark grey;#666668;19,27;grey;#A7A8A5;16,25;light grey;#F1F0EF;11,88;white
925;117,5;113,2;108,8;88,1;20,1;47,5;46,5;6,5;#2E241E;29,09;very dark red-orange;#7A8280;21,7;grey;#54524D;17,87;dark orange;#F3F2F2;16,51;white;#B7B2AE;9,37;light grey
926;142,2;126,8;117;97;31,2;59,2;53,8;16,4;#8A674C;20,66;red-orange;#92837E;19,77;pale red;#46322A;17,57;dark red-orange;#CEB48B;15,8;orange;#D2C7C8;15,65;very light grey
927;155,8;168,5;182,2;213,6;15,1;71,5;68;9,1;#9FB0C2;22,96;pale blue-cyan;#D4E2EE;20,09;pale blue-cyan;#B7C6D2;19,16;pale blue-cyan;#8694A3;16,51;pale blue-cyan;#686B76;10,75;pale blue
928;101,4;90,4;86,2;116,5;24,9;42,7;38,6;12,2;#202127;25,37;very dark blue;#4B4441;23,78;dark red-orange;#757070;18,15;grey;#C0AA90;17,72;orange;#B76C4C;8,69;red-orange
929;106,1;91,5;88,4;104;30,9;43,4;39,1;11,5;#181718;26,05;black;#A5938B;20,18;pale red-orange;#5A5862;19,99;pale blue;#8B5445;11,99;red;#D5D0C2;11,76;pale orange
930;106,2;99,3;95,2;104,9;29,7;45,6;41,7;12,9;#7E705D;34,29;orange;#22232D;21,55;very dark blue;#58493A;19,03;dark red-orange;#DFF0FA;11,53;pale blue-cyan;#546583;8,86;blue-cyan
931;112,6;91,9;63,5;37,9;52,3;44,2;39,2;20,2;#CCBB9C;21,92;pale orange;#0C0603;21,01;very dark red-orange;#9D8550;17,46;orange;#684012;15,62;orange;#3B200C;13,97;dark red-orange
932;88,4;68,4;46;32,4;59,4;34,7;29,4;17,1;#20120A;35,53;very dark red-orange;#422D17;31,68;dark orange;#897A65;11,64;orange;#CBC0A7;10,6;pale orange;#8D5A22;6,68;orange
933;87,5;73;59,3;75,3;45,2;34,4;30,8;12,9;#33190E;25,87;dark red-orange;#120A0B;23,82;very dark red;#9F9780;14,6;pale orange;#4E3927;13,72;dark red-orange;#776850;11;orange
934;135,1;74,3;11,7;27,8;88,2;53;37;46,8;#180D05;20,42;very dark red-orange;#471D07;19,36;dark red-orange;#B65909;17,78;vivid red-orange;#EE8B0E;16,31;vivid orange;#7B3409;16,17;red-orange
935;81,6;48,8;8;34;80,5;32;22,7;27,4;#130B06;43,99;very dark red-orange;#301806;13,96;very dark red-orange;#552A06;10,67;dark red-orange;#E5970E;10,6;vivid orange;#B77109;10,53;vivid orange
936;156,9;90,9;29,1;27,3;83,4;61,5;44,1;48,1;#EA8829;23,59;vivid red-orange;#B66218;20,39;vivid red-orange;#1D0C04;14,84;very dark red-orange;#824212;14,41;red-orange;#431D07;14,14;dark red-orange
937;116;85,5;70,1;37,2;49,9;45,5;37,6;17,2;#0D0503;21,57;very dark red;#CB9C83;18,72;red-orange;#331D14;18,71;dark red-orange;#9A6C53;15,77;red-orange;#654230;14,36;red-orange
938;116,1;66,3;17;36,6;85;46,1;32,6;38,9;#180B03;21,71;very dark red-orange;#EB891B;18,44;vivid orange;#B26217;17,5;vivid red-orange;#723B0C;17,14;red-orange;#462005;17,13;dark red-orange
939;94,1;59,1;18,5;30,9;86,2;36,9;27,1;30,5;#301403;28,3;very dark red-orange;#452506;22,86;dark red-orange;#75440F;13,46;orange;#1B0A03;13,45;very dark red-orange;#B37A29;11;vivid orange
940;63,1;33,4;14,7;33,1;76,4;24,8;16;19,8;#261107;32,8;very dark red-orange;#110705;24,01;very dark red;#3F1E0B;23,01;dark red-orange;#6D3A18;9,6;red-orange;#B0632B;6,95;vivid red-orange
941;81,5;43,9;13;30,8;84,4;32;21,7;27,6;#0F0401;25,35;very dark red;#311205;22,8;very dark red-orange;#51260A;20,77;dark red-orange;#77410F;15,64;red-orange;#B06B1E;9;vivid orange
942;124,1;79,8;37,2;38;70,3;48,7;36,4;33,8;#1B0C09;29,07;very dark red;#42200E;19,18;dark red-orange;#F0A147;16,83;orange;#BF732F;13,87;vivid red-orange;#7D471F;12,89;red-orange
943;101,3;97,4;92,4;90,5;20,4;41,5;40,5;7,2;#473D36;33,12;dark red-orange;#2B241F;18,01;very dark red-orange;#606365;14,71;dark grey;#7D725F;14,44;pale orange;#CED7DD;12,89;very light grey
944;135,8;77,3;29,2;25,5;82,4;53,3;38,3;42,2;#B7702C;22,7;vivid red-orange;#924D18;19,91;red-orange;#6A300B;18,5;red-orange;#461A05;16,1;dark red-orange;#D9984A;14,57;orange
945;74,6;55,1;37,3;48,3;54,4;29,4;23,8;15,8;#19100E;32,82;very dark red;#35241A;29,99;dark red-orange;#583A21;17,49;dark red-orange;#835A29;9,94;orange;#D2AE72;6,41;orange
946;145,2;107,4;70;29,9;59,6;57;47,3;28,5;#B1845A;23,58;red-orange;#7F5832;22,83;red-orange;#4F3112;18,49;dark orange;#DAA766;13,69;orange;#F1D0B1;10,77;light red-orange
947;53,5;21,9;4,1;21,2;93,8;21;12,1;19,1;#0E0400;55,32;very dark red-orange;#2A0D02;13,57;very dark red-orange;#4A1A05;10,63;dark red-orange;#722E08;9,44;red-orange;#A64C0C;6,71;vivid red-orange
948;82,7;61,2;38,3;36,6;61,9;32,8;26,4;18,8;#140A05;38,65;very dark red-orange;#432716;24,23;dark red-orange;#825230;11,81;red-orange;#394131;9,1;dark yellow-green;#F8EB9E;8,69;light yellow-orange
949;114,8;95;38,1;69,7;71,4;47,9;40,5;36,2;#6D4F13;27,32;orange;#32250E;27,21;very dark orange;#B88B15;16,52;vivid orange;#545458;12,82;dark grey;#F7DB11;9,39;vivid yellow-orange
950;111,2;59,8;18,3;23,6;84,8;43,6;29,8;36,8;#441E08;30,02;dark red-orange;#220E06;22,83;very dark red-orange;#6B320A;17,01;red-orange;#EA8B2B;13,9;vivid orange;#AF5C1A;11,77;vivid red-orange
951;153,3;83,3;8,2;30,4;95,4;60,1;42,5;55,6;#7B3A04;34,83;red-orange;#A35204;34,46;red-orange;#D27506;15,72;vivid orange;#491F03;9,36;dark red-orange;#F9E023;4,66;vivid yellow-orange
952;116,4;73;33,7;27,4;71,7;45,6;34,5;33,6;#55311B;28,4;dark red-orange;#73411B;25,03;red-orange;#351B11;18,67;dark red-orange;#A06327;14,34;red-orange;#D19135;8,73;orange
953;105,5;31,1;4;21;96,5;41,4;23,4;44,1;#772103;24,6;red-orange;#591502;24,51;dark red;#3C0A02;17,24;dark red;#9D3506;15,49;red-orange;#180101;10,49;very dark red
954;91,8;58,3;17,5;30;89;36;26,5;29,3;#0C0500;34,49;very dark red-orange;#331703;21,65;dark red-orange;#603008;16,3;dark red-orange;#EF9A35;9,89;vivid orange;#A55712;8,92;red-orange
955;92;58,3;34,1;30,7;70,1;36,2;26,7;24;#1D100A;42,2;very dark red-orange;#421E0D;25,53;dark red-orange;#8B4320;14,75;red-orange;#E78744;7,83;red-orange;#FAEA8F;6,79;light yellow-orange
956;95,3;88,5;42,6;64,6;64,2;38,3;35,6;26,2;#0F1108;35,38;very dark yellow;#413210;18,96;dark orange;#AFA14D;17,91;yellow-orange;#78682B;14,67;yellow-orange;#E3DD76;11,9;yellow-orange
957;138,5;82,8;36,9;26,2;79,7;54,3;39,5;39,2;#2D1403;20,76;very dark red-orange;#4D2509;20,21;dark red-orange;#E48F49;18,97;red-orange;#793F15;14,94;red-orange;#AD6428;14,36;vivid red-orange
958;128,4;76,2;38,2;24,2;74,6;50,4;36,6;36,9;#24110A;31,59;very dark red-orange;#53230F;22,81;dark red-orange;#913715;13,28;red-orange;#E46622;11,99;vivid red-orange;#FBEE93;11,07;light yellow-orange
959;107,9;87,7;36,1;41,8;74,8;42,3;36,9;30,6;#39290A;25,12;dark orange;#654D15;20,15;orange;#987A2B;18,56;orange;#1C1003;18,25;very dark orange;#D4BB5A;13,06;yellow-orange
960;67,8;34,6;8,1;22,8;94,1;26,6;17;23,9;#1C0801;41,17;very dark red-orange;#381501;27,91;dark red-orange;#5E2D02;18,48;dark red-orange;#945507;7,7;orange;#EABE1B;2,48;vivid yellow-orange
961;125,5;87,2;72,6;29,8;51,3;49,2;39,4;20,1;#C79279;18,96;red-orange;#120604;17,59;very dark red;#996553;17,34;red-orange;#361B13;16,99;dark red;#693D34;15,93;red
962;188,9;95,4;14,7;26;93,7;74,1;50,5;65,4;#E37E13;22,56;vivid orange;#F5A02A;22,01;vivid orange;#C55702;20,68;vivid red-orange;#9E3801;16,39;red-orange;#6F1D00;10,2;red-orange
963;59,8;42,4;32;37,8;56,5;23,9;18,3;12,5;#180D09;55,59;very dark red-orange;#422114;20,68;dark red-orange;#8E906D;7,07;pale yellow;#925234;6,93;red-orange;#4D544E;6,88;dark green
964;103,4;80,2;51,2;43,3;59,6;41,7;34,8;22,9;#402714;23,75;dark red-orange;#725131;21,65;red-orange;#170E08;18,61;very dark red-orange;#A27C4D;17,68;orange;#E6C584;12;light orange
965;144,5;91;10,2;37,4;86,2;56,7;42,3;50;#F3A809;19,27;vivid orange;#B66004;18,51;vivid orange;#79370A;17,75;red-orange;#431B0A;17,58;dark red-orange;#100705;16;very dark red
966;124,8;114,8;98,4;51,5;27;49,7;47,6;12,3;#282119;21,15;very dark orange;#4F4638;18,75;dark orange;#AF9F85;18,72;pale orange;#7E715B;17,71;orange;#E3D6BB;16,21;pale orange
967;59,2;40,1;19,3;50;63,5;23,4;17,8;17,3;#110D0A;30,45;very dark red-orange;#422D13;22,38;dark orange;#291C0E;20,66;very dark orange;#603F1B;15,28;dark orange;#875623;10,77;orange
968;117,6;72,9;42,5;63,4;75,9;46,2;34,2;29,8;#120303;33,28;very dark red;#EFB771;16,33;orange;#C67B39;16,31;red-orange;#451307;15,74;dark red;#833811;13,84;red-orange
969;160;155,2;144,9;86,4;21,9;65,9;62,9;11,6;#FBFCF7;25,45;white;#322B2F;19,38;very dark red-violet;#B0987E;17,48;orange;#705D53;13,6;red-orange;#E7D3B2;13,08;pale orange
970;42,4;28,6;16;74,7;64,3;16,7;11,7;10,8;#120908;53,31;very dark red;#261508;26,9;very dark red-orange;#40270C;10,55;dark orange;#715318;5,09;orange;#FAF8D4;2,21;pale yellow-orange
971;66,3;54,5;43,1;57,7;39,5;26,6;22,7;10,8;#120C0A;48,05;very dark red-orange;#32291F;21,38;very dark orange;#6A6B54;9,48;pale yellow;#7B4531;8,15;red-orange;#B4BEA7;7,82;pale yellow-green
972;195,6;100,4;31,1;24,8;84,5;76,7;52,9;62,8;#AD591D;27,14;vivid red-orange;#D87D34;26,53;vivid red-orange;#B5430D;24,36;vivid red-orange;#F68021;11,95;vivid red-orange;#622B0C;5,16;red-orange
973;160,8;77,9;5;24,6;96,8;63,1;42,1;59,4;#3C0F02;20,59;dark red;#682103;20,1;red-orange;#A03903;19,03;red-orange;#E06205;17,82;vivid red-orange;#FC9C06;15,1;vivid orange
974;124,5;124,8;93,2;121,8;40;54,6;51,2;23,6;#566568;26,78;pale cyan;#849DA5;20,43;pale cyan;#D4B02F;17,49;vivid yellow-orange;#232B2D;14,18;very dark cyan;#776426;12,09;yellow-orange
975;120,5;127;132,8;174,1;17,4;54,2;52,4;7,9;#7A8690;30,61;pale blue-cyan;#60676D;27,44;pale blue-cyan;#A6B6C3;22,54;pale blue-cyan;#352F2B;10,19;dark red-orange;#75604F;5,26;red-orange
976;73;49,2;13,6;34,6;76;28,6;21,6;24,2;#191109;31,93;very dark orange;#321D09;28,18;very dark red-orange;#4D2C09;18,67;dark orange;#784D08;9,54;orange;#B1800C;6,1;vivid orange
977;104,5;63,1;25,5;31,1;78,9;41;29,7;30,5;#0E0702;30,38;very dark red-orange;#391D08;18,69;dark red-orange;#663710;15,41;red-orange;#E28D40;14,63;red-orange;#A35F25;14,09;red-orange
978;136,2;107,3;70,1;36,3;49,9;53,4;47,1;27,7;#826D47;36,71;orange;#B3A77C;24,4;yellow-orange;#4D351F;20,64;dark red-orange;#844525;12,77;red-orange;#CB5B1E;4,36;vivid red-orange
979;23,9;18,8;12,5;132;79,5;10;7,8;5,5;#020202;85,94;black;#341708;3,91;dark red-orange;#754418;3,07;red-orange;#F6DA8B;2,7;light orange;#C58E43;2,65;orange
980;140,7;68;28,7;39;73,7;55,2;37;44,5;#ED8138;24,16;vivid red-orange;#070202;22,39;very dark red;#B34A13;18,58;vivid red-orange;#7F240A;17,58;red;#420B05;9,46;dark red
981;95,5;37,5;14,7;23,5;74,8;37,5;23;34,4;#150C08;36,96;very dark red-orange;#71190C;18,15;red;#A7320F;16,87;vivid red;#3F120C;15,87;dark red;#E56E1A;8,18;vivid red-orange
982;91,7;58;30,8;27,3;74,8;36,2;26,7;24,9;#180A04;37,47;very dark red-orange;#401909;19,32;dark red-orange;#763B18;15,69;red-orange;#C0833E;12,33;orange;#F6C980;9,66;orange
983;156,6;132,2;93,8;45,7;54,4;61,7;54,8;25,8;#FCFCF2;19,07;white;#271B10;18,69;very dark red-orange;#C79951;16,51;orange;#472709;16,36;dark red-orange;#F3DD9E;16,16;light orange
984;157,6;149,5;130,9;56,7;18,8;62,2;61,8;12;#8F887B;29,14;pale orange;#BEB599;18,08;pale yellow-orange;#C4C8C1;17,15;very light grey;#A49875;16,9;orange;#776455;14,52;red-orange
985;129,8;65,7;26,9;29,8;80,3;50,9;34,5;40,5;#0A0100;23,62;very dark red;#CF712B;20,52;vivid red-orange;#9F4514;16,88;red-orange;#EE9C4F;15,98;red-orange;#6B2009;12,66;red
986;37,5;9,5;5,6;57,5;84,3;14,7;6,2;14,4;#0F0404;29,93;very dark red;#1D0604;23,01;very dark red;#2A0905;22,73;very dark red;#390E06;17,22;dark red;#52180A;6,58;dark red
987;32,4;63,7;75,7;173,9;76,3;34,1;25,4;19,2;#114C68;25,34;blue-cyan;#0C090D;22,73;very dark violet;#092639;19,98;dark blue-cyan;#21738E;19,49;cyan;#B68B51;6,76;orange
988;83,9;54;18,5;30,9;87,5;32,9;24,1;25,5;#0F0601;50,13;very dark red-orange;#371303;18,19;dark red-orange;#F9D14B;10,18;yellow-orange;#853A09;9,31;red-orange;#DE8923;8,9;vivid orange
989;126,2;83,1;24,9;38,2;67,2;49,5;37,7;38,7;#0E0D08;32,31;very dark yellow-orange;#EE9F29;18,49;vivid orange;#804410;15,38;red-orange;#B66C14;13,58;vivid orange;#4F290D;10,69;dark red-orange
990;110,4;70,8;24,8;30,9;77;43,3;33,2;34,7;#4F2E12;29,46;dark red-orange;#704315;22,82;orange;#99651D;21,24;orange;#2E1D0E;15,8;very dark red-orange;#C58C2E;10,18;vivid orange
991;145,2;86,1;17,3;30,1;90,1;56,9;41,4;48,5;#C67A16;25,01;vivid orange;#E89D2C;18,5;vivid orange;#6A3506;15,39;red-orange;#451F05;14,17;dark red-orange;#97540A;14,11;orange
992;133,7;87,4;49,6;40,9;70,8;52,6;40,5;36,4;#602B12;36,3;dark red-orange;#421A15;22,02;dark red;#94501E;16;red-orange;#D7993B;9,71;orange;#F7E77F;8,75;yellow-orange
993;83,9;67,4;44,7;36,2;44,8;33;29,1;17,1;#2F251F;34,56;very dark red-orange;#463629;27,98;dark red-orange;#5B4324;16,3;dark orange;#776031;9,83;orange;#A79052;7,8;orange
994;106,3;67,8;23;29,6;78,1;41,7;31,2;33,1;#2B160A;30,99;very dark red-orange;#44260F;24,04;dark red-orange;#71441C;14,47;red-orange;#A16622;12,86;orange;#D49029;12,4;vivid orange
995;123,5;76,9;21,1;35,9;83,7;48,8;36,5;41,8;#221003;20,75;very dark red-orange;#4C1702;17,27;dark red-orange;#943A06;17,04;red-orange;#57562E;16,39;dark yellow-orange;#E8BA39;16;vivid orange
996;119,8;81,9;45,7;42,7;66;47;37,2;30,2;#79471E;24,68;red-orange;#24110D;21,04;very dark red;#4E2B18;18,38;dark red-orange;#9E6A2F;18,17;orange;#CDA35C;10,85;orange
997;186,3;93,6;3,5;27;97,9;73,1;49,7;67,5;#DF6603;26,94;vivid red-orange;#AA3A02;20,71;vivid red-orange;#FA9C04;20,23;vivid orange;#691C02;13,55;red-orange;#360902;10,55;dark red
998;117,9;112,1;104,3;74,6;14,7;46,8;46,3;7,1;#49463F;22,1;dark orange;#8B8984;21,32;grey;#181716;20,2;very dark orange;#D9DAD9;17,42;very light grey;#AEA37F;10,66;yellow-orange
999;122,7;127,5;130;125,6;26,2;56,5;52,3;12,9;#715A40;18,48;orange;#2C2A23;17,5;very dark yellow-orange;#D3DCE4;17,15;very light grey;#94918B;17,14;grey;#7FA8D2;15,82;light blue-cyan
1000;128,4;80,3;12,6;34,6;86,5;50,4;37,8;43,2;#B67108;21,61;vivid orange;#261104;19,2;very dark red-orange;#834D0C;19,06;orange;#522808;16,36;dark red-orange;#EBA207;15,37;vivid orange
1001;119;128,2;141;181,8;33;57;51,8;10,3;#8E9FB2;26,23;pale blue-cyan;#120707;23,94;very dark red;#A4B5C9;20,92;pale blue-cyan;#B4C8DD;20,77;pale blue-cyan;#3D4145;5,96;dark blue-cyan
1002;115,6;97,4;75,9;48;32,7;45,6;41,9;16,2;#75543C;25,26;red-orange;#4D483F;20,6;dark orange;#292520;16,88;very dark orange;#AE8B5B;15,25;orange;#897E6A;13,52;pale orange
1003;146,8;134,9;125,1;92,2;27;59,6;56;11,8;#CDD5DB;31,56;very light grey;#9B7B62;18,32;red-orange;#715844;15,65;red-orange;#B3A391;14,96;pale orange;#433427;10,32;dark red-orange
1004;94,6;96,6;93,3;130,2;29,3;41,4;39,4;10,1;#464952;26,22;dark blue;#1A1816;21,17;very dark orange;#CEDCDA;15,57;very light grey;#3E371A;15,27;dark yellow-orange;#8D8777;12,42;pale orange
1005;137,4;136,4;137,5;100,2;22,3;59,6;55,8;10,9;#D4D1C8;29,08;very light grey;#B2ABA0;21,64;pale orange;#181113;14,68;very dark red-violet;#483A37;14,31;dark red;#78726E;11,02;pale red-orange
1006;133,4;102,4;82,9;35;41,8;52,7;45,5;20,6;#8C6249;27,96;red-orange;#C09673;16,8;red-orange;#663527;15,89;red;#6A5C50;14,25;pale red-orange;#B7B3A6;13,2;pale yellow-orange
1007;126,2;105,6;101,8;121,8;34;51,4;45,8;15,2;#A69B94;21,61;pale red-orange;#26141C;19,42;very dark red-violet;#926F5E;17,28;red-orange;#C5D1DB;16,3;pale blue-cyan;#544432;14,58;dark orange
1008;105,9;89,9;72,2;38,4;32,6;41,5;38,3;13,3;#BEA888;20,99;orange;#28201C;20,94;very dark red-orange;#5A4737;19,63;dark red-orange;#44372C;18,72;dark red-orange;#988367;11,08;orange
1009;96,1;96,8;91;111,8;22,6;40,2;39,3;7,3;#121611;28,77;very dark green;#41403B;19,07;dark yellow-orange;#9EA49A;17,17;light grey;#6F6E65;15,44;pale yellow-orange;#CFDFDC;13,61;very light grey
1010;133,3;128,1;120,7;103,9;17,1;54,2;53;8,2;#71706A;28,99;grey;#4A4B48;21,62;dark grey;#E7DED4;16,79;pale orange;#999E9B;13,98;light grey;#D0A98F;10,41;red-orange
1011;122,3;104,2;97,3;99,9;29,8;48,2;44,3;11,6;#271819;24,02;very dark red;#AFA397;20,32;pale red-orange;#55413A;19,66;dark red-orange;#89705F;19,2;red-orange;#E8E6E3;12,5;very light grey
1012;137,9;134,2;122,8;88,9;19,1;56,2;55,1;10,5;#7F7D71;22,65;pale yellow-orange;#6D5549;18,8;red-orange;#B1B0A5;18,69;light grey;#E8EAE7;17,55;very light grey;#33332F;16,53;very dark grey
1013;115,3;108,4;101;88,4;29,4;46,9;44,8;9,6;#504836;19,9;dark orange;#7C7467;18,49;pale orange;#B2B1B1;17,86;light grey;#1E160F;17,1;very dark red-orange;#D7E0ED;14,21;pale blue-cyan
1014;120,3;119,9;116;114,7;12,6;48,9;49;5,5;#43403C;23,72;dark orange;#93918E;20,56;grey;#7A7265;17,89;pale orange;#211D1D;15,44;very dark red;#BFBFBD;11,27;light grey
1015;129,7;112;112,2;100,2;40,9;57,8;48,4;20,6;#AA8576;26,11;red-orange;#704D3E;22,68;red-orange;#D9BFB1;20,77;pale red-orange;#416FB2;13,19;blue-cyan;#241612;10,53;very dark red
1016;137,6;172,6;124,2;103,9;41,5;69,5;66,9;33,3;#8BD4A9;36,54;light blue-green;#726935;19,3;yellow-orange;#908545;15,55;yellow-orange;#559D6E;10,93;blue-green;#B5B072;8,98;yellow-orange
1017;135,6;153,4;107,7;83,6;32,5;61;60,8;27,1;#93AD7D;33,93;yellow-green;#83986C;24,08;yellow-green;#ACC592;13,77;yellow-green;#667850;13,24;yellow-green;#87784D;7,97;orange
1018;83,6;96,1;39,2;74,1;65,2;40,5;38,3;35;#4D7535;29,11;yellow-green;#31561F;21,56;dark yellow-green;#63541B;19,03;yellow-orange;#251E06;16,21;very dark yellow-orange;#A79A54;10,15;yellow-orange
1019;103,6;161,2;92,5;109,5;48,5;63,2;60,8;44,7;#4F9B57;35,44;green;#77CD83;26,54;green;#5C7132;11,29;yellow-green;#334B20;9,95;dark yellow-green;#8D9F52;9,26;yellow
1020;79,4;96,7;84,8;142,2;36,8;41,1;39,2;16,4;#406B55;37,65;blue-green;#4C6069;28,29;blue-cyan;#232421;16,63;very dark yellow-green;#7C6448;9,67;orange;#B3A897;4,45;pale orange
